name,country,span,matches,innings,not_out,runs,highest_score,average,balls_faced,strike_rate,100s,50s,duck,4s,6s
F Stoman,PORT,2019-2023,17,11,2,105,28,11.66,142,73.94,0,0,1,4,4
S Conteh,SLE,2021-2022,16,13,0,104,34,8.00,169,61.53,0,0,5,8,0
HB Kayondo,UGA,2019-2021,4,4,0,104,31,26.00,98,106.12,0,0,0,6,4
Sultan Ahmed,OMA,2015-2017,17,12,3,104,37*,11.55,83,125.30,0,0,3,14,0
GP Swann,ENG,2008-2012,39,16,11,104,34,20.80,89,116.85,0,0,2,9,1
V Zimonjic,SRB,2021-2023,19,11,4,104,27*,14.85,83,125.30,0,0,2,13,2
Ibrahim Hassan,MDV,2019-2022,24,18,3,103,18*,6.86,132,78.03,0,0,3,3,3
Wahidullah Sahak,NOR,2021-2022,8,8,0,103,52,12.87,117,88.03,0,1,0,9,3
AG Weligamage,HUN,2021-2022,14,11,4,103,45,14.71,100,103.00,0,0,0,4,8
Anjar Tadarus,INA,2022-2023,10,10,1,102,37,11.33,108,94.44,0,0,1,6,5
SM Davies,ENG,2009-2011,5,5,0,102,33,20.40,82,124.39,0,0,0,12,0
LM Gabriel,LES,2022-2022,7,6,1,102,45*,20.40,103,99.02,0,0,1,13,0
R Obuya,UGA,2023-2023,8,8,0,102,34,12.75,91,112.08,0,0,1,12,2
Rehman Abdul,ITA,2019-2019,7,5,3,102,37*,51.00,103,99.02,0,0,0,7,3
Waseem Yaqoob,LES,2022-2022,7,6,0,102,31,17.00,112,91.07,0,0,0,9,3
Hilal Ahmad,CZK-R,2019-2021,15,14,4,101,44*,10.10,140,72.14,0,0,2,4,0
Idrees Ul Haque,SUI,2021-2022,6,5,0,101,42,20.20,74,136.48,0,0,0,9,6
DF Jacobs,THAI,2019-2020,8,8,0,101,28,12.62,149,67.78,0,0,1,12,2
S Jora,NEP,2019-2019,6,6,1,101,53*,20.20,83,121.68,0,1,1,5,4
Kashif Daud,UAE,2021-2022,16,13,5,101,28*,12.62,69,146.37,0,0,3,6,6
AV Lalcheta,OMA,2015-2019,17,10,2,101,20,12.62,82,123.17,0,0,0,9,4
B Lee,AUS,2005-2012,25,12,6,101,43*,16.83,71,142.25,0,0,2,9,4
Mohammed Nurji,MWI,2019-2019,6,5,3,101,36,50.50,59,171.18,0,0,0,8,6
Musa Shaheen,DEN,2019-2023,21,16,1,101,29,6.73,143,70.62,0,0,1,4,1
Namgay Thinley,BHU,2022-2023,11,11,0,101,25,9.18,152,66.44,0,0,1,6,2
V Shankar,IND,2018-2019,9,4,0,101,43,25.25,73,138.35,0,0,0,11,5
Anser Mehmood,SUI,2021-2022,7,6,1,100,29,20.00,96,104.16,0,0,0,7,3
S Dhaniram,CAN,2008-2010,11,9,0,100,26,11.11,123,81.30,0,0,0,6,2
AF Ifill,Caym,2019-2023,15,13,3,100,25,10.00,150,66.66,0,0,0,5,1
T Maruma,ZIM,2008-2019,13,13,4,100,23*,11.11,109,91.74,0,0,1,6,4
HM Nicholls,NZ,2016-2021,10,9,1,100,36*,12.50,112,89.28,0,0,0,9,0
NK Patel,USA,2019-2022,17,10,5,100,28,20.00,91,109.89,0,0,1,7,2
AU Rashid,ENG,2009-2023,99,31,16,100,22,6.66,116,86.20,0,0,2,7,0
STRA de Silva,SEY,2022-2022,7,5,2,99,46*,33.00,102,97.05,0,0,1,6,0
BR Dunk,AUS,2014-2017,5,5,0,99,32,19.80,69,143.47,0,0,0,8,6
PA van Meekeren,NED,2013-2022,58,17,3,99,24,7.07,83,119.27,0,0,5,7,5
Amandeep Singh,PORT,2021-2023,12,10,3,98,20,14.00,69,142.02,0,0,1,8,4
Azam Khalil,SWE,2022-2022,9,7,0,98,29,14.00,82,119.51,0,0,0,6,4
Irfan Bhima,MWI,2019-2019,4,4,0,98,52,24.50,88,111.36,0,1,2,13,2
D la Cock,NAM,2022-2022,5,5,0,98,66,19.60,84,116.66,0,1,1,8,5
GE Ngegba,SLE,2022-2022,7,7,1,98,29,16.33,88,111.36,0,0,1,15,1
S Vashisht,ROM,2019-2023,26,15,3,98,23,8.16,91,107.69,0,0,2,10,2
Amir Ali,OMA,2015-2016,10,8,3,97,32*,19.40,65,149.23,0,0,0,11,2
Muhammad Kaleem,UAE,2016-2016,9,9,0,97,50,10.77,116,83.62,0,1,1,9,3
AM Samad,CAN,2008-2010,7,6,0,97,29,16.16,88,110.22,0,0,1,8,4
GM Strydom,Caym,2019-2019,6,6,0,97,49,16.16,89,108.98,0,0,2,6,5
Tejwinder Singh,CYP,2021-2022,11,9,1,97,22*,12.12,49,197.95,0,0,2,6,7
RA Tripathi,IND,2023-2023,5,5,0,97,44,19.40,67,144.77,0,0,1,11,5
ML Castillo,Blz,2021-2021,5,5,0,96,59,19.20,105,91.42,0,1,0,8,3
GK Ghalley,BHU,2022-2023,11,10,2,96,28*,12.00,127,75.59,0,0,3,6,3
Ismaila Tamba,GAMBI,2022-2022,7,7,1,96,43,16.00,84,114.28,0,0,0,10,3
HJ Manenti,ITA,2022-2023,10,8,0,96,51,12.00,79,121.51,0,1,1,8,2
RS Morton,WI,2006-2010,7,7,1,96,40,16.00,103,93.20,0,0,1,8,2
OB Nightingale,GUE,2022-2023,12,8,2,96,35,16.00,105,91.42,0,0,1,7,0
Usman Shahid,Fran,2021-2021,4,4,0,96,64,24.00,90,106.66,0,1,0,5,3
SF Tiai,Samoa,2019-2022,10,8,1,96,35,13.71,71,135.21,0,0,2,9,5
ML Udawatte,SL,2008-2017,8,8,0,96,25,12.00,87,110.34,0,0,2,10,2
MH Yardy,ENG,2006-2011,14,8,5,96,35*,32.00,72,133.33,0,0,3,9,1
A Yon,STHEL,2022-2022,7,5,0,96,58,19.20,85,112.94,0,1,0,10,1
PVD Chameera,SL,2015-2022,52,27,12,95,24*,6.33,111,85.58,0,0,3,8,1
RJ Hatchman,GIBR,2019-2023,14,10,1,95,32,10.55,77,123.37,0,0,1,6,4
Z Hoque,THAI,2019-2020,7,7,1,95,23*,15.83,98,96.93,0,0,0,6,4
WL Madsen,ITA,2023-2023,4,4,0,95,52,23.75,67,141.79,0,1,1,7,5
Murid Ekrami,Belg,2019-2023,21,13,3,95,28,9.50,92,103.26,0,0,2,8,2
TM Odoyo,KENYA,2007-2013,11,10,0,95,22,9.50,119,79.83,0,0,1,6,2
SA Okpe,NGA,2019-2022,23,14,2,95,22,7.91,131,72.51,0,0,1,6,1
NS Poonia,SCOT,2007-2010,8,7,2,95,38*,19.00,108,87.96,0,0,2,3,1
Shehzad Patel,SWA/SWZ,2021-2023,9,9,2,95,30*,13.57,82,115.85,0,0,0,7,4
Asrar Ahmed,GRC,2019-2021,7,5,2,94,38,31.33,108,87.03,0,0,0,11,1
JH Stander,SCOT,2009-2012,11,11,2,94,45,10.44,90,104.44,0,0,3,6,4
MA Starc,AUS,2012-2022,58,19,9,94,14,9.40,93,101.07,0,0,0,4,2
JJ Tucker,BMUDA,2019-2019,5,5,1,94,50*,23.50,97,96.90,0,1,0,11,1
P Utseya,ZIM,2006-2015,35,21,9,94,13*,7.83,115,81.73,0,0,3,6,1
J Vira,VAN,2019-2023,17,15,4,94,23,8.54,103,91.26,0,0,1,7,2
Yasir Ali,BAN,2022-2022,10,10,3,94,42*,13.42,74,127.02,0,0,0,9,3
WK Bitis,CRT,2022-2023,9,7,1,93,32*,15.50,72,129.16,0,0,1,13,4
J Cutinho,CRC,2019-2019,3,3,0,93,46,31.00,98,94.89,0,0,0,7,4
JB Little,IRE,2016-2023,60,28,17,93,15*,8.45,118,78.81,0,0,4,7,2
SJ Modani,USA,2021-2022,5,4,1,93,50,31.00,68,136.76,0,1,0,5,3
Mohammad Amin,KUW,2019-2020,9,7,3,93,32,23.25,92,101.08,0,0,0,8,2
R Sakurano-Thomas,JPN,2022-2023,12,10,2,93,30,11.62,101,92.07,0,0,2,7,0
F Suluoto,Samoa,2022-2022,6,6,1,93,44*,18.60,70,132.85,0,0,1,3,10
MC Sorensen,IRE,2012-2016,26,11,6,92,26,18.40,79,116.45,0,0,1,4,3
N Wijesekera,Aut,2021-2023,10,10,2,92,28,11.50,109,84.40,0,0,0,5,1
Yasir Arafat,PAK,2007-2012,13,11,4,92,17,13.14,79,116.45,0,0,0,8,2
Zohaib Sarwar,PORT,2019-2023,14,10,3,92,33*,13.14,93,98.92,0,0,3,3,6
PS Airee,NEP,2015-2022,12,12,0,91,29,7.58,107,85.04,0,0,4,10,1
KJ Ferrary,GIBR,2021-2022,5,4,1,91,35*,30.33,95,95.78,0,0,0,7,1
Ilyas Ataullah,TKY,2022-2023,8,7,2,91,26*,18.20,69,131.88,0,0,2,10,4
M Jele,SWA/SWZ,2021-2023,20,17,4,91,16,7.00,108,84.25,0,0,4,7,2
Kashif Siddique,KSA,2022-2022,7,7,0,91,28,13.00,92,98.91,0,0,1,11,2
Raees Ahmadzai,AFG,2010-2010,8,6,3,91,33*,30.33,84,108.33,0,0,0,5,1
Saeed Ajmal,PAK,2009-2015,64,23,12,91,21*,8.27,86,105.81,0,0,3,7,2
M Shahbaz Butt,NOR,2022-2023,10,7,1,91,45*,15.16,98,92.85,0,0,1,7,0
CA Soper,PNG,2015-2022,23,13,7,91,19,15.16,99,91.91,0,0,0,3,5
Abdullah Akbarjan,Aut,2019-2023,28,17,4,90,29,6.92,105,85.71,0,0,3,6,2
Asif Bevinje,ROM,2020-2023,7,6,0,90,35,15.00,77,116.88,0,0,0,8,4
GM Hamilton,SCOT,2007-2010,12,8,0,90,32,11.25,110,81.81,0,0,0,6,1
JN Mohammed,WI,2017-2018,9,8,3,90,23*,18.00,103,87.37,0,0,1,9,1
N Nuntarach,THAI,2022-2023,12,11,1,90,24,9.00,119,75.63,0,0,2,6,0
Sagar Pun,NEP,2014-2015,9,9,0,90,20,10.00,100,90.00,0,0,0,13,0
Shoaib Ahmed,CYP,2022-2022,5,5,0,90,30,18.00,84,107.14,0,0,1,10,2
NL Smith,ITA,2021-2021,6,6,2,90,26,22.50,111,81.08,0,0,0,4,4
DLS van Bunge,NED,2008-2013,14,12,4,90,24,11.25,104,86.53,0,0,2,2,3
GH Worker,NZ,2015-2015,2,2,0,90,62,45.00,64,140.62,0,1,0,6,5
MK Anafie,Ghana,2021-2021,10,8,2,89,41*,14.83,78,114.10,0,0,1,7,5
J Baleicikoibia,Fiji,2022-2022,6,6,0,89,31,14.83,97,91.75,0,0,0,7,2
M Jenkinson,Fin,2022-2023,5,5,0,89,34,17.80,79,112.65,0,0,0,5,5
DR Patankar,MLT,2023-2023,10,8,0,89,23,11.12,84,105.95,0,0,0,9,2
E Solomon,ISR,2022-2022,4,4,0,89,36,22.25,89,100.00,0,0,0,10,0
RR Bastiansz,MLT,2022-2023,5,5,0,88,46,17.60,85,103.52,0,0,0,7,3
A Gbla,SLE,2021-2022,15,12,1,88,29*,8.00,99,88.88,0,0,1,7,3
Kuldeep Lal,ESP,2019-2021,11,5,1,88,38,22.00,64,137.50,0,0,0,6,2
N Madziva,ZIM,2015-2019,15,10,5,88,28*,17.60,80,110.00,0,0,1,4,5
Md Shafiqul Haque,THAI,2019-2019,4,4,0,88,38,22.00,62,141.93,0,0,0,5,6
SH Obed,VAN,2019-2023,22,15,6,88,21*,9.77,102,86.27,0,0,0,5,2
Sazzad Hosen,Belg,2020-2021,6,6,0,88,34,14.66,88,100.00,0,0,0,11,0
R Trumpelmann,NAM,2021-2022,19,10,7,88,25*,29.33,70,125.71,0,0,0,6,4
Zishan Shah,DEN,2019-2019,6,5,1,88,50,22.00,87,101.14,0,1,0,7,1
Anasim Khan,BHR,2019-2021,12,9,2,87,23*,12.42,75,116.00,0,0,1,6,3
Mandeep Singh,IND,2016-2016,3,3,1,87,52*,43.50,73,119.17,0,1,0,11,1
WP Masakadza,ZIM,2015-2023,39,20,7,87,19*,6.69,107,81.30,0,0,1,6,0
Ramanjot Singh,SVN,2022-2022,4,4,0,87,46,21.75,94,92.55,0,0,0,8,2
G Sesay,SLE,2021-2022,17,13,3,87,23*,8.70,146,59.58,0,0,3,2,3
DI Allan,KENYA,2012-2013,10,10,0,86,18,8.60,135,63.70,0,0,0,7,0
S Desungnoen,THAI,2020-2023,13,13,3,86,27,8.60,121,71.07,0,0,2,8,1
AR Gandhi,KENYA,2019-2019,3,3,1,86,50,43.00,98,87.75,0,1,0,5,1
J Ghadiyali,SWA,2021-2021,6,6,1,86,27*,17.20,96,89.58,0,0,2,8,1
GJ Hopkins,NZ,2007-2010,10,8,0,86,36,10.75,71,121.12,0,0,0,5,5
Naveed Ahmed,CZK-R,2019-2023,33,13,5,86,21,10.75,95,90.52,0,0,2,7,1
SM Pollock,SA,2005-2008,12,9,2,86,36*,12.28,70,122.85,0,0,3,4,4
Scott Austin,CYP,2021-2022,9,8,0,86,34,10.75,89,96.62,0,0,2,7,0
Shamsur Rahman,BAN,2013-2014,9,8,0,86,53,10.75,85,101.17,0,1,2,12,1
MW Short,AUS,2023-2023,3,3,0,86,66,28.66,42,204.76,0,1,1,9,5
HA Chohan,TAN,2021-2022,23,15,4,85,25,7.72,54,157.40,0,0,2,7,5
Fayyaz Butt,OMA,2019-2023,29,13,7,85,25*,14.16,93,91.39,0,0,1,7,2
Kaleemullah,OMA,2017-2022,25,11,4,85,15,12.14,73,116.43,0,0,1,1,8
AR Nurse,WI,2011-2019,13,8,6,85,20*,42.50,71,119.71,0,0,0,7,3
RML Taylor,SCOT,2013-2016,9,6,3,85,41*,28.33,58,146.55,0,0,0,6,4
I Tchakou,CAM,2021-2022,14,13,0,85,17,6.53,137,62.04,0,0,1,10,0
KNA Bandara,SL,2021-2022,5,4,1,84,44*,28.00,79,106.32,0,0,0,4,3
G Fatouros,GRC,2022-2022,4,4,0,84,50,21.00,72,116.66,0,1,0,7,4
S Ghimire,PORT,2023-2023,7,5,2,84,27*,28.00,64,131.25,0,0,0,5,5
N Khosla,MLT,2019-2019,4,4,0,84,27,21.00,95,88.42,0,0,0,3,2
CE McConchie,NZ,2021-2023,9,7,3,84,31*,21.00,75,112.00,0,0,2,6,0
CW Perchard,JER,2019-2023,37,12,3,84,23,9.33,84,100.00,0,0,2,3,3
Ali Naseer,UAE,2023-2023,8,6,2,83,20*,20.75,61,136.06,0,0,0,4,4
KS Bagabena,Ghana,2019-2022,25,10,5,83,23*,16.60,76,109.21,0,0,1,4,1
JK Kamande,KENYA,2007-2010,12,9,0,83,42,9.22,92,90.21,0,0,2,5,3
T Rajiv,SEY,2021-2021,6,6,0,83,36,13.83,70,118.57,0,0,1,11,2
Saran Aslam,DEN,2022-2023,10,7,1,83,47,13.83,48,172.91,0,0,1,5,6
AJ Tye,AUS,2016-2021,32,15,7,83,20,10.37,76,109.21,0,0,3,5,4
Umair Sharif,KSA,2023-2023,2,2,1,83,44*,83.00,58,143.10,0,0,0,4,5
F Achelam,UGA,2019-2023,35,16,7,82,24,9.11,110,74.54,0,0,2,5,3
D Gim,NGA,2019-2021,17,13,2,82,18,7.45,134,61.19,0,0,2,2,1
M Gouws,GIBR,2022-2022,9,7,0,82,37,11.71,58,141.37,0,0,1,5,5
AS Hansra,CAN,2012-2013,8,8,2,82,30,13.66,85,96.47,0,0,0,4,3
Muhammad Awais,GRC,2019-2019,3,3,2,82,42*,82.00,59,138.98,0,0,0,12,1
TD Paine,AUS/World,2009-2017,12,9,1,82,25,10.25,77,106.49,0,0,2,7,3
Shaikh Ashraf,Peru,2019-2019,4,4,0,82,38,20.50,67,122.38,0,0,0,8,3
RL Vitas,SRB,2022-2022,9,6,4,82,37*,41.00,109,75.22,0,0,0,7,2
Zain Ul Abidin,KSA,2021-2023,14,12,4,82,19,10.25,72,113.88,0,0,2,5,4
Adnan Mirza,QAT,2023-2023,5,5,0,81,30,16.20,68,119.11,0,0,0,12,1
K Birkenstock,NAM,2019-2021,9,4,1,81,59,27.00,45,180.00,0,1,0,9,4
L Denny,COK,2022-2022,6,5,1,81,45,20.25,64,126.56,0,0,0,7,1
Jaweed Sadran,Aut,2021-2023,20,13,4,81,18*,9.00,64,126.56,0,0,1,8,2
Muhammad Siddiqui,SVN,2022-2022,3,3,0,81,48,27.00,60,135.00,0,0,0,7,5
Noorkhan Ahmedi,SUI,2021-2022,8,7,0,81,32,11.57,68,119.11,0,0,1,8,3
Ahsan Abbasi,HKG,2019-2019,6,6,0,80,18,13.33,87,91.95,0,0,0,7,2
Alexandros Karvelas,GRC,2022-2022,4,4,0,80,35,20.00,83,96.38,0,0,0,3,5
DAP Darrell,BMUDA,2019-2019,11,10,1,80,30*,8.88,95,84.21,0,0,1,1,5
Faizan Asif,UAE,2014-2015,6,6,0,80,28,13.33,64,125.00,0,0,0,9,3
M Magagula,SWA/SWZ,2021-2022,19,12,4,80,21*,10.00,119,67.22,0,0,1,8,1
PV Rarotoga,Samoa,2023-2023,3,3,0,80,56,26.66,52,153.84,0,1,0,11,3
Rizwan Butt,BHR,2022-2023,23,12,4,80,34*,10.00,59,135.59,0,0,1,3,5
Rohit Kumar,ROM,2022-2023,5,5,0,80,27,16.00,65,123.07,0,0,0,11,2
P Sharma,KENYA,2022-2022,4,4,2,80,33,40.00,64,125.00,0,0,0,11,2
P Khari,CZK-R,2023-2023,3,3,1,79,38*,39.50,61,129.50,0,0,0,9,2
Khizer Ahmed,NOR,2019-2022,9,8,2,79,37,13.16,108,73.14,0,0,1,6,0
SC Kuggeleijn,NZ,2019-2021,18,8,4,79,35*,19.75,37,213.51,0,0,2,5,7
R Kumar,ROM,2019-2023,14,8,2,79,32,13.16,55,143.63,0,0,2,10,1
S Navaratne,JPN,2022-2023,8,8,1,79,21,11.28,77,102.59,0,0,2,5,3
AP Yadav,THAI,2023-2023,4,4,2,79,31*,39.50,78,101.28,0,0,0,7,0
CD Barnwell,WI,2011-2013,6,6,2,78,34*,19.50,62,125.80,0,0,1,4,4
R Gowthaman,SWE,2021-2021,5,5,0,78,29,15.60,95,82.10,0,0,0,3,1
D Kalvin,SEY,2021-2022,11,9,3,78,30,13.00,119,65.54,0,0,1,4,1
KA Maharaj,SA,2021-2023,26,7,2,78,41,15.60,71,109.85,0,0,2,5,5
HS Nyakatawa,SWZ,2022-2022,6,6,0,78,29,13.00,131,59.54,0,0,0,12,0
Sheikh Rasik,HUN,2023-2023,2,2,1,78,53,78.00,45,173.33,0,1,0,4,6
JK Theodore,Ghana,2021-2022,21,12,3,78,22*,8.66,78,100.00,0,0,2,8,1
R Hekure,PNG,2019-2023,24,15,2,77,18,5.92,99,77.77,0,0,3,8,0
HV Patel,IND,2021-2023,25,10,4,77,18,12.83,57,135.08,0,0,1,9,3
Robert Raina,THAI,2020-2023,8,6,0,77,42,12.83,99,77.77,0,0,1,10,1
VD Adewoye,NGA,2019-2021,13,12,2,76,23*,7.60,84,90.47,0,0,3,6,3
Amjad Mahboob,SGP,2019-2023,30,18,7,76,38,6.90,74,102.70,0,0,2,1,7
Festus Benn,Bhm,2022-2023,9,9,3,76,14*,12.66,109,69.72,0,0,1,3,1
A Flintoff,ENG,2005-2007,7,7,1,76,31,12.66,60,126.66,0,0,1,7,2
Imran Farhat,PAK,2010-2011,7,7,0,76,19,10.85,70,108.57,0,0,1,14,0
Irfan Ahmed,HKG,2014-2015,8,8,0,76,34,9.50,83,91.56,0,0,2,4,6
V Jagannivasan,CZK-R,2021-2022,7,6,1,76,55,15.20,76,100.00,0,1,2,10,0
AL Kerai,SLE,2021-2021,9,9,1,76,24,9.50,124,61.29,0,0,3,2,2
A Kirschbaum,Arg,2021-2023,12,12,1,76,22,6.90,110,69.09,0,0,2,6,1
NFI McCallum,SCOT,2007-2010,11,7,0,76,38,10.85,85,89.41,0,0,3,7,1
S Matsikenyeri,ZIM,2006-2012,10,10,0,76,32,7.60,82,92.68,0,0,2,6,3
PHKD Mendis,SL,2018-2021,5,5,0,76,41,15.20,62,122.58,0,0,1,6,3
AA Navicha,MOZ,2021-2023,20,13,5,76,21,9.50,118,64.40,0,0,2,4,2
A Shirai-Patmore,JPN,2022-2023,10,9,0,76,25,8.44,104,73.07,0,0,1,5,0
VS Solanki,ENG,2005-2007,3,3,0,76,43,25.33,61,124.59,0,0,0,10,1
Vikramjit Singh,NED,2019-2022,8,8,0,76,39,9.50,88,86.36,0,0,1,6,2
Virk Ali,Fran,2021-2021,4,4,1,76,52*,25.33,82,92.68,0,1,1,4,3
LHB Harrington-Myers,Caym,2019-2022,9,8,3,75,22,15.00,83,90.36,0,0,1,3,2
NR Kirton,CAN,2019-2019,5,5,2,75,37*,25.00,83,90.36,0,0,0,4,1
S Santhirakumaran,Fran,2021-2023,6,6,0,75,34,12.50,110,68.18,0,0,1,6,0
Sikander Billah,BHR,2022-2022,7,6,2,75,33,18.75,56,133.92,0,0,1,8,2
DC Stovell,BMUDA,2019-2021,12,11,3,75,23,9.37,83,90.36,0,0,3,8,0
A Turkmen,TKY,2022-2023,8,7,3,75,40*,18.75,56,133.92,0,0,1,9,1
E Ul Haq,NOR,2019-2021,10,10,0,75,30,7.50,120,62.50,0,0,1,7,1
Vinay Ravi,NOR,2021-2023,19,12,7,75,14*,15.00,55,136.36,0,0,0,6,2
Zain Asif,BUL,2023-2023,4,3,0,75,43,25.00,47,159.57,0,0,0,6,6
Ameel Mauroof,MDV,2019-2022,20,15,8,74,15*,10.57,113,65.48,0,0,1,4,0
NJ Astle,NZ,2005-2006,4,4,1,74,40*,24.66,67,110.44,0,0,0,7,2
AR Berenger,QAT,2021-2021,4,4,0,74,37,18.50,54,137.03,0,0,0,8,3
RL Chase,WI,2021-2023,10,7,1,74,39,12.33,80,92.50,0,0,1,8,0
C Chatphaisan,THAI,2022-2023,12,10,1,74,18,8.22,84,88.09,0,0,2,4,1
Hirenkumar Patel,Chile,2019-2019,4,4,0,74,22,18.50,82,90.24,0,0,0,9,1
S Hirugade,Mex,2019-2019,6,6,0,74,35,12.33,86,86.04,0,0,1,8,2
JAD Lawrenson,JER,2023-2023,8,5,1,74,36,18.50,74,100.00,0,0,0,7,0
Manan Ali,KSA,2023-2023,5,5,0,74,49,14.80,63,117.46,0,0,2,7,3
KO Otieno,KENYA,2008-2008,4,4,0,74,40,18.50,79,93.67,0,0,0,5,2
Rahmatullah Mangal,Fran,2021-2023,18,12,3,74,18,8.22,78,94.87,0,0,2,4,2
Sapan Mehta,Fin,2022-2022,5,5,0,74,33,14.80,82,90.24,0,0,0,3,0
NT Broom,NZ,2009-2017,11,7,1,73,36,12.16,68,107.35,0,0,0,8,1
Khurram Khan,UAE,2014-2014,3,3,0,73,31,24.33,73,100.00,0,0,0,8,0
S Mathur,HKG,2023-2023,4,4,0,73,39,18.25,74,98.64,0,0,0,4,1
AM Oyede,NGA,2019-2019,8,8,1,73,39,10.42,104,70.19,0,0,2,5,1
Bilal Safdar,NOR,2021-2022,9,8,2,73,37*,12.16,86,84.88,0,0,0,7,0
LA Simango,MOZ,2019-2022,21,12,6,73,18,12.16,99,73.73,0,0,0,8,1
AJ Strauss,ENG,2005-2009,4,4,0,73,33,18.25,64,114.06,0,0,1,9,0
RA Thomas,CAN,2019-2019,8,8,1,73,18,10.42,95,76.84,0,0,1,7,1
A Turay,SLE,2022-2022,4,4,1,73,33,24.33,46,158.69,0,0,0,13,0
Yousef Shadzehisarjou,Iran,2020-2020,3,3,0,73,39,24.33,106,68.86,0,0,0,9,0
Ahmad Ramdoni,INA,2022-2023,10,9,4,72,20*,14.40,93,77.41,0,0,0,7,1
Asad Mahmood,SUI,2021-2023,15,8,0,72,33,9.00,70,102.85,0,0,0,4,4
Farhad Reza,BAN,2006-2014,13,9,0,72,19,8.00,88,81.81,0,0,1,4,2
NR Johns-Wickberg,SRB,2021-2023,19,11,4,72,24,10.28,95,75.78,0,0,0,9,0
Raja Shoaib,SKOR,2022-2022,4,4,2,72,40*,36.00,76,94.73,0,0,0,2,3
S Samal,RWN,2021-2021,8,5,0,72,31,14.40,63,114.28,0,0,0,5,3
AS Wright,GUE,2019-2019,8,7,0,72,43,10.28,84,85.71,0,0,1,6,3
Abdul Stanikzai,GER,2022-2022,5,5,0,71,24,14.20,88,80.68,0,0,1,4,3
Divyendra Singh,CZK-R,2022-2023,11,7,0,71,24,10.14,79,89.87,0,0,0,9,0
Garret Banner,Blz,2019-2021,7,5,2,71,32,23.66,68,104.41,0,0,1,5,2
Jun Hyunwoo,SKOR,2022-2022,4,4,0,71,26,17.75,77,92.20,0,0,0,5,5
MO Kain,USA,2021-2022,7,6,1,71,39*,14.20,50,142.00,0,0,2,5,3
Kapil Kumar,PHI,2022-2023,6,6,0,71,23,11.83,109,65.13,0,0,1,6,2
MV Pavlovic,SRB,2022-2023,12,8,0,71,26,8.87,97,73.19,0,0,2,8,0
Vichanath Singh,THAI,2019-2023,15,11,2,71,18,7.88,118,60.16,0,0,0,2,0
Ansh Tandon,UAE,2020-2023,9,7,1,70,34*,11.66,59,118.64,0,0,0,5,3
Awais Zia,PAK,2012-2014,5,5,0,70,23,14.00,80,87.50,0,0,0,4,3
R Baaleri,Ghana,2021-2022,11,7,2,70,24,14.00,110,63.63,0,0,0,2,0
Gaurav Mishra,ROM,2022-2023,12,6,2,70,24,17.50,61,114.75,0,0,0,3,2
FF Mulivai,Samoa,2019-2019,4,4,0,70,48,17.50,37,189.18,0,0,1,2,8
Samiullah Rahmani,SWE,2023-2023,5,4,0,70,34,17.50,59,118.64,0,0,0,6,3
A Saud,NEP,2022-2022,3,3,0,70,35,23.33,63,111.11,0,0,0,7,4
M Vaik,EST,2021-2022,11,9,1,70,23*,8.75,130,53.84,0,0,1,1,0
Zain Ahmad,Fran,2022-2023,11,9,0,70,42,7.77,81,86.41,0,0,3,8,1
CM Akachukwu,NGA,2019-2021,15,10,4,69,30,11.50,69,100.00,0,0,1,4,1
JA Burrows,IOM,2020-2023,19,12,2,69,28,6.90,67,102.98,0,0,3,8,0
Hafez Farooq,Peru,2019-2019,4,4,0,69,24,17.25,67,102.98,0,0,0,7,2
C Hauptfleisch,Caym,2019-2019,5,5,0,69,42,13.80,85,81.17,0,0,1,4,2
Ibrarul Haq,KSA,2019-2019,5,4,0,69,49,17.25,47,146.80,0,0,1,6,4
SM Katich,AUS,2005-2006,3,2,0,69,39,34.50,47,146.80,0,0,0,8,2
A Kaul,SGP,2022-2022,4,4,0,69,56,17.25,85,81.17,0,1,1,5,3
J Linton,Caym,2022-2022,3,3,0,69,40,23.00,89,77.52,0,0,0,2,2
OE Newey,GUE,2019-2022,10,7,1,69,23*,11.50,79,87.34,0,0,1,3,0
Shaik Basha,TAN,2023-2023,9,7,2,69,43,13.80,60,115.00,0,0,0,1,4
TB Sole,SCOT,2019-2019,9,6,2,69,33*,17.25,43,160.46,0,0,0,9,1
SN Thakur,IND,2018-2022,25,6,3,69,22*,23.00,38,181.57,0,0,2,5,4
Umair Qasim,SWA/SWZ,2021-2023,16,14,2,69,15,5.75,82,84.14,0,0,2,2,3
J Umanath,Mex,2019-2019,7,7,1,69,25,11.50,77,89.61,0,0,1,7,2
R Ankad,Mex,2019-2019,8,7,3,68,40*,17.00,72,94.44,0,0,2,7,0
JD Baker,Samoa,2019-2022,10,8,5,68,40*,22.66,62,109.67,0,0,1,5,3
AG Cremer,ZIM,2008-2018,29,19,6,68,17,5.23,102,66.66,0,0,2,2,0
Dawlat Zadran,AFG,2012-2019,34,17,8,68,13,7.55,42,161.90,0,0,3,4,6
TM Dowlin,WI,2009-2010,2,2,1,68,37*,68.00,69,98.55,0,0,0,8,0
AUKDS Kalugala,CYP,2022-2022,5,5,0,68,34,13.60,65,104.61,0,0,0,6,3
Mustafizur Rahman,BAN,2015-2023,85,24,9,68,15,4.53,89,76.40,0,0,6,3,4
AAA Patel,LES,2021-2022,8,7,0,68,28,9.71,81,83.95,0,0,1,6,3
